age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
53.0,,married,secondary,no,0.0,,yes,unknown,5.0,,181.0,1.0,-1.0,0.0,unknown,no
34.0,services,single,secondary,no,0.0,yes,no,unknown,5.0,may,142.0,1.0,-1.0,0.0,unknown,no
33.0,technician,divorced,secondary,no,140.0,yes,no,unknown,5.0,may,227.0,1.0,-1.0,0.0,unknown,no
,management,single,tertiary,no,297.0,yes,no,unknown,5.0,may,119.0,1.0,-1.0,0.0,unknown,no
,blue-collar,married,primary,no,279.0,yes,no,unknown,5.0,may,361.0,1.0,-1.0,0.0,unknown,no
59.0,entrepreneur,divorced,secondary,no,901.0,yes,no,unknown,5.0,may,73.0,3.0,-1.0,0.0,unknown,no
30.0,technician,single,secondary,no,2573.0,yes,no,unknown,5.0,may,67.0,2.0,,0.0,unknown,no
36.0,services,married,secondary,no,143.0,yes,yes,unknown,5.0,may,350.0,1.0,-1.0,0.0,unknown,no
40.0,blue-collar,married,secondary,no,475.0,yes,no,unknown,,may,332.0,,-1.0,0.0,unknown,no
53.0,blue-collar,married,secondary,no,70.0,yes,,unknown,5.0,may,611.0,2.0,-1.0,,unknown,no
34.0,management,single,tertiary,no,,yes,no,unknown,5.0,may,,2.0,,0.0,unknown,no
37.0,technician,married,secondary,no,275.0,,no,unknown,5.0,may,132.0,1.0,-1.0,,unknown,no
42.0,management,divorced,tertiary,no,742.0,yes,no,unknown,5.0,may,58.0,3.0,-1.0,0.0,unknown,no
41.0,entrepreneur,married,primary,no,236.0,yes,no,unknown,5.0,may,151.0,1.0,-1.0,0.0,unknown,no
30.0,student,single,tertiary,no,25.0,yes,no,unknown,5.0,may,89.0,2.0,-1.0,0.0,unknown,no
37.0,management,single,,no,600.0,yes,no,unknown,5.0,,152.0,1.0,-1.0,0.0,unknown,no
39.0,admin.,divorced,secondary,no,-349.0,yes,no,unknown,5.0,may,611.0,2.0,-1.0,,unknown,no
41.0,blue-collar,married,primary,no,183.0,yes,yes,unknown,5.0,may,110.0,2.0,-1.0,,unknown,no
40.0,blue-collar,married,primary,no,0.0,yes,no,unknown,5.0,may,463.0,1.0,-1.0,0.0,unknown,no
42.0,,single,tertiary,no,,yes,yes,unknown,,may,562.0,2.0,-1.0,0.0,unknown,yes
40.0,blue-collar,divorced,,no,0.0,yes,no,unknown,,may,962.0,1.0,-1.0,0.0,unknown,no
57.0,technician,married,secondary,no,1078.0,yes,,unknown,,may,10.0,,-1.0,0.0,unknown,no
56.0,entrepreneur,divorced,secondary,no,155.0,no,no,unknown,5.0,may,118.0,3.0,-1.0,0.0,unknown,no
37.0,admin.,married,secondary,no,190.0,yes,no,unknown,5.0,may,92.0,2.0,-1.0,,unknown,no
59.0,retired,,,no,319.0,yes,no,unknown,5.0,may,143.0,3.0,-1.0,0.0,unknown,no
39.0,services,divorced,,no,-185.0,yes,no,unknown,5.0,may,189.0,3.0,-1.0,0.0,,no
49.0,services,married,secondary,no,47.0,no,no,unknown,5.0,may,234.0,2.0,-1.0,,unknown,no
38.0,services,single,secondary,no,570.0,,no,unknown,5.0,may,75.0,2.0,-1.0,0.0,unknown,no
36.0,self-employed,,tertiary,,19.0,no,no,unknown,5.0,may,189.0,2.0,,0.0,unknown,no
50.0,blue-collar,married,primary,no,61.0,yes,,unknown,5.0,may,621.0,3.0,-1.0,0.0,unknown,no
41.0,admin.,married,secondary,no,-62.0,yes,yes,unknown,5.0,may,55.0,,-1.0,0.0,unknown,no
54.0,technician,married,tertiary,no,258.0,no,no,unknown,5.0,may,310.0,4.0,-1.0,0.0,unknown,no
58.0,blue-collar,married,primary,no,76.0,yes,no,,5.0,may,156.0,2.0,-1.0,0.0,unknown,no
30.0,blue-collar,single,secondary,,0.0,yes,no,unknown,5.0,may,5.0,2.0,-1.0,0.0,unknown,no
33.0,admin.,single,secondary,,352.0,yes,no,unknown,5.0,may,225.0,2.0,-1.0,0.0,unknown,no
47.0,admin.,married,secondary,no,368.0,yes,no,,5.0,may,125.0,2.0,-1.0,0.0,unknown,no
50.0,technician,single,tertiary,no,339.0,yes,,unknown,,may,2.0,3.0,-1.0,0.0,unknown,no
32.0,blue-collar,married,secondary,no,1331.0,yes,no,unknown,5.0,,286.0,2.0,-1.0,0.0,unknown,no
40.0,self-employed,married,secondary,no,672.0,yes,no,unknown,5.0,may,164.0,2.0,-1.0,0.0,unknown,no
37.0,management,married,tertiary,no,58.0,yes,,unknown,5.0,may,98.0,,,0.0,,no
54.0,technician,single,unknown,,447.0,yes,no,unknown,5.0,may,742.0,,-1.0,0.0,unknown,no
24.0,student,single,secondary,no,423.0,yes,no,unknown,5.0,may,,3.0,-1.0,,unknown,no
54.0,management,married,tertiary,no,0.0,no,no,unknown,5.0,may,120.0,2.0,-1.0,0.0,unknown,no
34.0,technician,married,secondary,no,19.0,yes,no,unknown,5.0,may,362.0,4.0,-1.0,,unknown,no
56.0,technician,divorced,,no,13.0,yes,no,unknown,5.0,may,357.0,2.0,-1.0,0.0,unknown,no
31.0,blue-collar,single,secondary,no,3.0,yes,no,unknown,5.0,may,200.0,,-1.0,0.0,unknown,no
24.0,student,,secondary,no,82.0,yes,,unknown,5.0,may,204.0,2.0,-1.0,0.0,unknown,no
42.0,blue-collar,divorced,primary,no,28.0,yes,,unknown,5.0,may,126.0,3.0,-1.0,0.0,unknown,no
57.0,technician,married,secondary,no,792.0,yes,,unknown,5.0,may,65.0,2.0,-1.0,0.0,unknown,no
42.0,,married,unknown,no,,yes,no,unknown,5.0,may,107.0,2.0,-1.0,0.0,unknown,no
51.0,admin.,married,,no,531.0,yes,no,unknown,5.0,may,267.0,2.0,-1.0,0.0,unknown,no
,retired,married,secondary,no,211.0,yes,no,unknown,5.0,may,248.0,2.0,-1.0,0.0,unknown,no
36.0,services,single,secondary,no,,yes,no,unknown,5.0,may,215.0,2.0,-1.0,0.0,unknown,no
53.0,services,married,unknown,no,257.0,yes,no,unknown,5.0,may,209.0,2.0,-1.0,0.0,unknown,no
50.0,technician,married,secondary,no,,yes,no,unknown,5.0,may,205.0,2.0,-1.0,0.0,unknown,no
54.0,management,married,tertiary,no,313.0,yes,no,unknown,5.0,may,83.0,2.0,-1.0,0.0,unknown,no
55.0,blue-collar,,secondary,no,89.0,yes,no,unknown,5.0,may,,3.0,-1.0,0.0,unknown,no
44.0,blue-collar,married,,no,129.0,yes,yes,unknown,5.0,may,189.0,2.0,-1.0,0.0,unknown,no
43.0,management,married,unknown,no,0.0,yes,no,unknown,5.0,may,105.0,2.0,,0.0,unknown,no
56.0,admin.,married,secondary,no,353.0,yes,no,unknown,5.0,may,,2.0,-1.0,0.0,unknown,no
54.0,technician,married,unknown,no,851.0,yes,,unknown,5.0,may,108.0,2.0,-1.0,0.0,unknown,no
55.0,services,divorced,primary,no,96.0,yes,,unknown,5.0,may,311.0,2.0,-1.0,0.0,unknown,no
37.0,services,divorced,secondary,no,398.0,yes,yes,unknown,5.0,may,214.0,2.0,-1.0,0.0,unknown,no
33.0,admin.,single,tertiary,no,193.0,no,no,unknown,5.0,may,132.0,2.0,-1.0,0.0,unknown,no
46.0,admin.,married,secondary,no,-358.0,yes,no,unknown,5.0,may,358.0,2.0,-1.0,0.0,,no
36.0,blue-collar,married,secondary,no,539.0,yes,yes,unknown,5.0,may,453.0,2.0,-1.0,0.0,unknown,no
51.0,technician,single,secondary,,0.0,yes,no,unknown,,may,364.0,2.0,-1.0,0.0,unknown,no
40.0,retired,single,primary,no,0.0,no,no,unknown,,may,136.0,,,0.0,unknown,no
42.0,blue-collar,married,secondary,no,490.0,,no,unknown,5.0,may,386.0,2.0,-1.0,0.0,unknown,no
51.0,blue-collar,married,secondary,no,0.0,yes,no,unknown,5.0,may,173.0,2.0,-1.0,0.0,unknown,no
49.0,blue-collar,married,,no,403.0,yes,no,unknown,5.0,may,241.0,2.0,,0.0,unknown,no
48.0,management,married,secondary,no,161.0,yes,no,unknown,5.0,may,224.0,3.0,-1.0,0.0,unknown,no
32.0,technician,divorced,tertiary,no,2558.0,no,no,unknown,5.0,may,148.0,2.0,-1.0,0.0,unknown,no
31.0,admin.,single,secondary,no,98.0,yes,,,5.0,may,,2.0,-1.0,0.0,unknown,no
55.0,,single,tertiary,no,115.0,no,no,unknown,5.0,may,111.0,4.0,-1.0,0.0,unknown,no
40.0,blue-collar,single,secondary,no,436.0,yes,no,unknown,5.0,may,231.0,3.0,-1.0,0.0,unknown,no
47.0,technician,married,tertiary,no,831.0,yes,no,unknown,5.0,may,316.0,3.0,-1.0,0.0,unknown,no
57.0,technician,married,unknown,no,206.0,yes,no,unknown,5.0,may,216.0,3.0,-1.0,0.0,unknown,no
41.0,blue-collar,married,secondary,,290.0,yes,no,unknown,5.0,may,240.0,2.0,-1.0,0.0,unknown,no
48.0,blue-collar,married,,no,1.0,no,no,unknown,5.0,may,669.0,3.0,-1.0,0.0,unknown,no
42.0,blue-collar,married,unknown,no,,yes,no,unknown,5.0,may,425.0,2.0,-1.0,0.0,unknown,no
30.0,,single,secondary,no,,yes,no,unknown,5.0,may,143.0,2.0,,0.0,unknown,no
58.0,management,single,tertiary,no,1387.0,yes,no,,,may,174.0,5.0,-1.0,0.0,unknown,no
45.0,management,divorced,tertiary,no,24598.0,yes,no,unknown,5.0,may,313.0,3.0,-1.0,,unknown,no
49.0,blue-collar,married,,no,,yes,no,,5.0,,135.0,4.0,-1.0,0.0,unknown,no
42.0,admin.,single,secondary,no,1022.0,yes,no,unknown,5.0,may,146.0,2.0,-1.0,0.0,unknown,no
53.0,technician,married,secondary,no,56.0,,yes,unknown,5.0,may,152.0,2.0,-1.0,0.0,unknown,no
51.0,admin.,single,secondary,yes,-2.0,no,,unknown,5.0,may,402.0,3.0,-1.0,0.0,unknown,no
32.0,services,single,secondary,no,121.0,yes,no,unknown,5.0,may,213.0,2.0,-1.0,0.0,unknown,no
41.0,blue-collar,single,secondary,no,842.0,yes,no,unknown,5.0,may,144.0,3.0,-1.0,0.0,unknown,no
43.0,management,divorced,secondary,,693.0,yes,no,unknown,5.0,may,124.0,3.0,-1.0,0.0,unknown,no
40.0,blue-collar,divorced,secondary,no,,,no,unknown,5.0,may,183.0,2.0,-1.0,0.0,,no
50.0,blue-collar,married,primary,,1533.0,yes,no,unknown,5.0,may,325.0,2.0,-1.0,0.0,unknown,no
34.0,management,married,,no,46.0,yes,no,,5.0,may,39.0,4.0,-1.0,0.0,unknown,no
53.0,services,married,unknown,no,18.0,no,no,unknown,5.0,may,503.0,2.0,-1.0,0.0,unknown,no
45.0,technician,married,secondary,no,,yes,no,unknown,5.0,may,95.0,4.0,-1.0,0.0,unknown,no
,blue-collar,married,primary,no,-100.0,yes,no,unknown,5.0,may,,,-1.0,0.0,unknown,no
44.0,services,married,tertiary,no,,yes,no,unknown,5.0,may,421.0,4.0,-1.0,0.0,unknown,no
55.0,management,married,tertiary,no,685.0,,no,unknown,5.0,may,174.0,3.0,-1.0,0.0,unknown,no
46.0,management,single,tertiary,no,187.0,yes,no,unknown,5.0,,113.0,,-1.0,0.0,unknown,no
45.0,blue-collar,married,secondary,no,66.0,,no,unknown,5.0,may,808.0,2.0,-1.0,0.0,unknown,no
34.0,admin.,married,secondary,no,560.0,yes,no,unknown,5.0,,198.0,3.0,-1.0,0.0,unknown,no
36.0,blue-collar,married,secondary,no,0.0,,no,unknown,5.0,may,195.0,2.0,-1.0,0.0,unknown,no
59.0,,divorced,unknown,no,27.0,no,no,unknown,5.0,may,347.0,3.0,-1.0,0.0,unknown,no
31.0,admin.,,secondary,no,12.0,yes,no,unknown,5.0,may,208.0,2.0,-1.0,0.0,unknown,no
44.0,blue-collar,single,secondary,no,34.0,,no,unknown,,may,404.0,4.0,-1.0,0.0,unknown,no
33.0,entrepreneur,single,tertiary,no,1068.0,yes,no,unknown,5.0,may,396.0,2.0,-1.0,0.0,unknown,no
40.0,blue-collar,married,secondary,no,211.0,yes,no,unknown,5.0,may,216.0,4.0,-1.0,0.0,unknown,no
46.0,admin.,single,tertiary,no,377.0,yes,no,unknown,5.0,may,98.0,2.0,-1.0,0.0,unknown,no
48.0,management,married,tertiary,no,263.0,yes,no,unknown,5.0,may,350.0,2.0,-1.0,0.0,unknown,no
42.0,services,married,secondary,no,1263.0,,no,unknown,6.0,may,114.0,2.0,-1.0,,unknown,no
27.0,services,married,secondary,no,8.0,,no,unknown,6.0,may,88.0,3.0,-1.0,0.0,unknown,no
48.0,admin.,married,secondary,no,126.0,yes,yes,unknown,6.0,may,379.0,2.0,-1.0,0.0,unknown,no
59.0,admin.,married,secondary,no,230.0,yes,no,unknown,6.0,may,190.0,3.0,-1.0,0.0,unknown,no
46.0,technician,,tertiary,no,841.0,yes,no,unknown,6.0,may,,1.0,-1.0,0.0,unknown,no
38.0,admin.,divorced,secondary,no,308.0,yes,no,,6.0,may,102.0,1.0,,0.0,unknown,no
43.0,management,divorced,tertiary,no,1.0,,no,unknown,6.0,may,306.0,1.0,-1.0,0.0,unknown,no
38.0,admin.,divorced,tertiary,no,86.0,yes,no,unknown,6.0,may,218.0,1.0,-1.0,0.0,unknown,no
23.0,student,single,secondary,no,157.0,yes,no,unknown,6.0,may,54.0,1.0,-1.0,0.0,unknown,no
34.0,services,married,secondary,no,22.0,yes,no,unknown,6.0,may,344.0,1.0,-1.0,,unknown,no
38.0,admin.,married,secondary,no,46.0,,yes,unknown,,,,1.0,-1.0,0.0,unknown,no
37.0,blue-collar,married,secondary,no,1293.0,no,no,unknown,,may,652.0,1.0,-1.0,0.0,unknown,no
25.0,admin.,single,secondary,no,122.0,yes,no,unknown,6.0,,286.0,1.0,-1.0,0.0,unknown,no
48.0,blue-collar,married,unknown,no,,yes,no,unknown,,may,189.0,1.0,-1.0,0.0,unknown,no
49.0,blue-collar,single,secondary,no,143.0,yes,no,unknown,6.0,,83.0,1.0,-1.0,0.0,unknown,no
38.0,admin.,single,secondary,no,393.0,no,no,unknown,6.0,may,184.0,2.0,-1.0,0.0,unknown,no
43.0,blue-collar,,primary,,98.0,yes,no,unknown,6.0,may,235.0,1.0,-1.0,0.0,unknown,no
33.0,management,married,tertiary,no,0.0,yes,,unknown,6.0,may,290.0,1.0,-1.0,0.0,unknown,no
55.0,blue-collar,married,secondary,,224.0,yes,no,unknown,6.0,may,232.0,1.0,-1.0,,unknown,no
38.0,blue-collar,,secondary,no,757.0,yes,no,unknown,,may,133.0,1.0,-1.0,0.0,unknown,no
49.0,services,married,secondary,no,,yes,yes,unknown,6.0,,318.0,1.0,-1.0,0.0,unknown,no
,management,married,secondary,no,8486.0,no,no,unknown,6.0,may,,3.0,-1.0,0.0,unknown,no
,admin.,married,unknown,no,350.0,no,no,unknown,6.0,may,437.0,1.0,-1.0,0.0,unknown,no
38.0,blue-collar,married,secondary,no,20.0,yes,no,unknown,6.0,may,402.0,1.0,-1.0,0.0,unknown,no
58.0,services,,secondary,no,1667.0,yes,yes,unknown,6.0,may,85.0,1.0,-1.0,0.0,unknown,no
57.0,technician,married,unknown,no,345.0,yes,no,unknown,6.0,may,125.0,1.0,-1.0,0.0,unknown,no
32.0,unemployed,,secondary,,10.0,yes,no,unknown,6.0,may,501.0,4.0,-1.0,0.0,unknown,no
56.0,management,married,tertiary,no,830.0,yes,yes,unknown,6.0,may,,1.0,-1.0,0.0,unknown,yes
58.0,blue-collar,divorced,unknown,no,,yes,no,unknown,6.0,may,253.0,1.0,-1.0,0.0,unknown,no
60.0,retired,divorced,secondary,no,545.0,yes,no,,6.0,may,1030.0,1.0,-1.0,,unknown,yes
37.0,technician,married,tertiary,no,8730.0,yes,no,unknown,6.0,,149.0,1.0,-1.0,0.0,unknown,no
46.0,,divorced,tertiary,no,477.0,yes,no,unknown,6.0,may,114.0,1.0,-1.0,0.0,,no
27.0,,married,secondary,no,4.0,yes,no,unknown,6.0,may,243.0,1.0,-1.0,0.0,unknown,no
43.0,blue-collar,married,secondary,no,1205.0,yes,no,unknown,6.0,may,769.0,2.0,-1.0,,unknown,no
32.0,technician,single,,no,0.0,yes,yes,unknown,,,135.0,3.0,-1.0,0.0,,no
40.0,admin.,single,secondary,,263.0,yes,no,unknown,6.0,may,231.0,1.0,-1.0,0.0,,no
38.0,admin.,married,secondary,no,1.0,no,no,unknown,6.0,may,,1.0,-1.0,0.0,unknown,no
34.0,blue-collar,married,secondary,no,283.0,no,yes,unknown,6.0,,199.0,1.0,-1.0,,unknown,no
47.0,blue-collar,married,primary,no,206.0,yes,no,unknown,6.0,may,152.0,1.0,-1.0,0.0,unknown,no
42.0,housemaid,,primary,no,17.0,yes,no,unknown,6.0,may,124.0,1.0,-1.0,0.0,unknown,no
48.0,technician,married,secondary,no,141.0,yes,yes,unknown,6.0,may,424.0,1.0,-1.0,0.0,unknown,no
29.0,self-employed,single,tertiary,no,16.0,yes,no,unknown,6.0,may,43.0,1.0,-1.0,0.0,unknown,no
50.0,services,married,secondary,no,206.0,yes,no,,6.0,may,154.0,1.0,-1.0,0.0,,no
52.0,technician,married,unknown,no,7.0,no,no,unknown,6.0,may,203.0,2.0,-1.0,0.0,unknown,no
50.0,management,married,tertiary,no,0.0,no,no,,6.0,may,,,-1.0,0.0,unknown,no
58.0,retired,married,tertiary,no,0.0,no,no,unknown,6.0,may,393.0,,-1.0,0.0,unknown,no
46.0,blue-collar,divorced,primary,no,1927.0,yes,no,unknown,6.0,,241.0,3.0,-1.0,0.0,unknown,no
38.0,technician,married,secondary,no,284.0,,no,unknown,6.0,may,483.0,1.0,-1.0,0.0,unknown,no
46.0,blue-collar,married,secondary,no,1660.0,yes,,unknown,6.0,may,259.0,1.0,-1.0,0.0,unknown,no
32.0,services,single,secondary,no,406.0,yes,no,unknown,6.0,may,227.0,1.0,-1.0,0.0,unknown,no
51.0,blue-collar,married,primary,,230.0,yes,,,6.0,may,673.0,1.0,-1.0,,unknown,no
39.0,admin.,single,secondary,no,-25.0,yes,no,unknown,6.0,may,576.0,1.0,-1.0,0.0,unknown,no
48.0,,married,secondary,no,182.0,yes,no,unknown,6.0,may,180.0,2.0,-1.0,0.0,unknown,no
36.0,entrepreneur,married,tertiary,no,1169.0,yes,no,unknown,6.0,may,168.0,,-1.0,0.0,unknown,no
34.0,admin.,,secondary,no,67.0,,no,,6.0,may,90.0,1.0,-1.0,0.0,unknown,no
40.0,technician,married,secondary,no,77.0,no,,unknown,6.0,may,505.0,1.0,-1.0,0.0,unknown,no
43.0,unemployed,married,secondary,no,0.0,yes,no,unknown,6.0,may,245.0,1.0,-1.0,,unknown,no
52.0,blue-collar,divorced,primary,no,55.0,yes,yes,unknown,6.0,may,186.0,1.0,-1.0,,unknown,no
33.0,technician,married,secondary,yes,72.0,,no,unknown,6.0,,623.0,1.0,-1.0,0.0,unknown,no
49.0,management,single,tertiary,no,163.0,yes,no,,6.0,may,496.0,3.0,,0.0,unknown,no
32.0,management,single,,no,151.0,yes,no,unknown,6.0,may,118.0,1.0,-1.0,0.0,unknown,no
,admin.,single,secondary,no,113.0,,,unknown,6.0,may,342.0,1.0,-1.0,0.0,unknown,no
40.0,blue-collar,,secondary,no,0.0,yes,no,unknown,6.0,may,225.0,1.0,-1.0,0.0,unknown,no
38.0,technician,single,tertiary,no,9.0,yes,no,unknown,,may,185.0,3.0,-1.0,0.0,unknown,no
43.0,management,married,secondary,no,375.0,,no,unknown,6.0,may,196.0,2.0,,0.0,unknown,no
39.0,,,secondary,no,1142.0,yes,no,unknown,6.0,may,,1.0,-1.0,0.0,unknown,no
54.0,blue-collar,married,primary,,2102.0,yes,no,,6.0,,76.0,1.0,-1.0,0.0,unknown,no
38.0,technician,single,tertiary,no,4325.0,yes,no,unknown,6.0,may,87.0,1.0,-1.0,0.0,unknown,no
40.0,blue-collar,married,secondary,no,217.0,,no,unknown,6.0,may,195.0,1.0,-1.0,0.0,,no
55.0,admin.,married,secondary,no,131.0,yes,no,,6.0,may,744.0,1.0,-1.0,0.0,unknown,no
,management,married,tertiary,,1680.0,yes,no,unknown,,may,765.0,1.0,-1.0,0.0,unknown,no
,blue-collar,married,secondary,no,0.0,yes,no,unknown,6.0,may,262.0,1.0,-1.0,0.0,unknown,no
40.0,blue-collar,married,primary,no,46.0,yes,no,unknown,6.0,may,119.0,1.0,-1.0,,unknown,no
32.0,blue-collar,,secondary,no,320.0,yes,no,unknown,6.0,may,198.0,2.0,-1.0,0.0,unknown,no
55.0,admin.,married,secondary,no,183.0,yes,no,unknown,6.0,may,,1.0,-1.0,0.0,unknown,no
45.0,blue-collar,married,secondary,no,39.0,no,no,unknown,6.0,may,241.0,1.0,-1.0,0.0,unknown,no
35.0,,single,tertiary,no,,yes,no,unknown,6.0,may,181.0,1.0,-1.0,0.0,unknown,no
58.0,technician,divorced,secondary,no,469.0,no,no,unknown,6.0,may,196.0,1.0,-1.0,0.0,unknown,no
35.0,admin.,married,,,530.0,yes,no,unknown,6.0,may,149.0,1.0,-1.0,0.0,unknown,no
49.0,,married,primary,no,61.0,yes,no,,6.0,may,246.0,1.0,-1.0,0.0,unknown,no
34.0,technician,single,tertiary,no,242.0,yes,no,unknown,6.0,may,112.0,,-1.0,0.0,unknown,no
36.0,blue-collar,married,secondary,no,139.0,yes,no,unknown,6.0,may,309.0,,,0.0,unknown,no
24.0,self-employed,single,secondary,,0.0,,no,unknown,6.0,may,278.0,,-1.0,0.0,unknown,no
34.0,technician,married,secondary,no,367.0,yes,no,unknown,6.0,may,140.0,1.0,-1.0,0.0,unknown,no
51.0,admin.,divorced,secondary,no,228.0,yes,no,unknown,6.0,may,136.0,1.0,-1.0,0.0,unknown,no
39.0,,single,unknown,no,,yes,no,unknown,6.0,may,1623.0,1.0,-1.0,0.0,unknown,yes
50.0,self-employed,married,unknown,no,-84.0,yes,no,unknown,6.0,may,101.0,1.0,-1.0,0.0,unknown,no
32.0,services,single,,no,310.0,yes,no,unknown,6.0,may,144.0,1.0,-1.0,0.0,unknown,no
42.0,blue-collar,married,unknown,no,132.0,yes,no,unknown,6.0,may,238.0,1.0,-1.0,0.0,unknown,no
50.0,technician,married,secondary,no,797.0,yes,no,unknown,6.0,may,354.0,1.0,-1.0,0.0,unknown,no
40.0,services,married,secondary,no,71.0,no,no,unknown,6.0,may,79.0,1.0,-1.0,0.0,unknown,no
46.0,management,divorced,,no,2.0,,no,unknown,6.0,may,187.0,1.0,-1.0,,unknown,no
37.0,management,married,tertiary,no,231.0,yes,yes,unknown,6.0,may,451.0,2.0,-1.0,0.0,unknown,no
34.0,blue-collar,married,secondary,no,270.0,yes,yes,,6.0,may,159.0,1.0,-1.0,0.0,unknown,no
44.0,blue-collar,married,secondary,no,274.0,yes,yes,unknown,6.0,may,,1.0,-1.0,0.0,unknown,no
40.0,,single,secondary,no,,yes,yes,unknown,6.0,may,,,-1.0,,unknown,no
37.0,technician,married,secondary,no,1.0,yes,no,unknown,6.0,may,608.0,1.0,-1.0,0.0,unknown,yes
33.0,blue-collar,single,secondary,yes,-60.0,no,no,,6.0,may,243.0,1.0,-1.0,0.0,unknown,no
,blue-collar,married,secondary,no,,,no,unknown,6.0,may,145.0,2.0,-1.0,0.0,unknown,no
58.0,blue-collar,divorced,secondary,no,-11.0,no,no,unknown,6.0,may,112.0,1.0,-1.0,0.0,unknown,no
39.0,blue-collar,married,primary,no,0.0,yes,,unknown,6.0,may,262.0,,-1.0,0.0,unknown,no
43.0,blue-collar,,secondary,no,-509.0,yes,no,,6.0,may,124.0,1.0,,0.0,unknown,no
39.0,unemployed,married,primary,no,408.0,,no,unknown,6.0,may,53.0,1.0,,0.0,unknown,no
36.0,services,single,primary,no,58.0,yes,no,unknown,6.0,may,134.0,1.0,-1.0,0.0,unknown,no
57.0,retired,single,secondary,no,1640.0,no,,unknown,6.0,may,,4.0,-1.0,0.0,unknown,no
36.0,admin.,single,secondary,no,20.0,yes,,unknown,6.0,may,186.0,1.0,-1.0,0.0,unknown,no
50.0,blue-collar,married,primary,no,71.0,yes,no,unknown,6.0,may,678.0,1.0,,0.0,unknown,no
55.0,blue-collar,married,secondary,no,52.0,yes,no,unknown,6.0,may,182.0,1.0,-1.0,0.0,unknown,no
44.0,self-employed,married,tertiary,no,292.0,,no,unknown,6.0,may,162.0,1.0,-1.0,0.0,unknown,no
44.0,services,,secondary,no,424.0,yes,no,unknown,6.0,may,27.0,1.0,-1.0,0.0,unknown,no
39.0,housemaid,single,,no,109.0,yes,no,unknown,6.0,may,699.0,3.0,-1.0,0.0,,no
,blue-collar,married,unknown,,1044.0,,,unknown,6.0,may,,1.0,-1.0,,unknown,no
39.0,blue-collar,married,secondary,no,983.0,yes,no,unknown,6.0,may,97.0,1.0,-1.0,0.0,unknown,no
34.0,admin.,married,secondary,no,869.0,no,no,unknown,6.0,may,1677.0,1.0,-1.0,0.0,unknown,yes
40.0,blue-collar,married,primary,no,668.0,yes,no,unknown,6.0,may,283.0,2.0,-1.0,0.0,unknown,no
50.0,management,married,tertiary,no,964.0,yes,,unknown,6.0,may,323.0,1.0,,0.0,unknown,no
31.0,management,single,,no,301.0,yes,no,unknown,,may,82.0,1.0,-1.0,0.0,unknown,no
37.0,admin.,single,secondary,no,,yes,no,unknown,6.0,may,310.0,1.0,,0.0,unknown,no
39.0,management,single,secondary,no,1877.0,yes,no,unknown,6.0,may,185.0,1.0,-1.0,0.0,unknown,no
51.0,blue-collar,married,primary,no,1127.0,yes,no,unknown,6.0,may,47.0,1.0,-1.0,0.0,unknown,no
41.0,technician,married,secondary,no,871.0,yes,no,unknown,6.0,may,145.0,1.0,,0.0,unknown,no
41.0,technician,married,secondary,no,767.0,yes,yes,unknown,6.0,may,204.0,1.0,-1.0,0.0,unknown,no
43.0,,married,secondary,no,0.0,no,no,unknown,6.0,may,187.0,1.0,-1.0,0.0,unknown,no
30.0,services,single,secondary,no,209.0,yes,no,unknown,6.0,may,30.0,2.0,-1.0,0.0,unknown,no
54.0,management,divorced,,no,0.0,no,,unknown,6.0,may,472.0,1.0,-1.0,,unknown,no
43.0,,divorced,secondary,no,110.0,yes,yes,unknown,6.0,may,,1.0,-1.0,0.0,unknown,no
59.0,management,divorced,tertiary,no,-76.0,yes,yes,,6.0,may,,1.0,-1.0,,unknown,no
47.0,technician,married,unknown,no,178.0,yes,no,unknown,6.0,may,,1.0,-1.0,0.0,,no
40.0,blue-collar,married,primary,no,-66.0,yes,no,unknown,6.0,may,288.0,1.0,-1.0,,unknown,no
32.0,technician,,secondary,no,0.0,yes,no,unknown,6.0,may,176.0,2.0,-1.0,0.0,unknown,no
29.0,blue-collar,married,secondary,no,1.0,yes,no,unknown,6.0,may,215.0,1.0,-1.0,0.0,unknown,no
36.0,blue-collar,married,secondary,no,0.0,yes,no,unknown,6.0,may,337.0,1.0,-1.0,0.0,,no
55.0,unemployed,married,tertiary,no,5345.0,no,,unknown,6.0,may,278.0,1.0,-1.0,0.0,unknown,no
30.0,blue-collar,divorced,secondary,no,-209.0,yes,no,unknown,6.0,may,188.0,2.0,-1.0,0.0,,no
39.0,admin.,single,secondary,no,0.0,yes,no,unknown,6.0,may,174.0,2.0,-1.0,0.0,unknown,no
39.0,blue-collar,divorced,,no,42.0,yes,no,unknown,6.0,may,226.0,2.0,-1.0,0.0,unknown,no
50.0,blue-collar,,secondary,no,41.0,yes,no,unknown,6.0,may,190.0,1.0,-1.0,0.0,unknown,no
44.0,blue-collar,married,secondary,no,-99.0,yes,no,unknown,6.0,may,111.0,2.0,-1.0,0.0,unknown,no
37.0,technician,single,secondary,no,17.0,yes,no,unknown,6.0,may,164.0,1.0,-1.0,0.0,unknown,no
46.0,admin.,married,primary,no,276.0,yes,yes,unknown,6.0,may,157.0,2.0,-1.0,0.0,unknown,no
